Transaction Type,Payee/Customer/Vendor Name,Amount,Object,Transaction Description,Posting Date,Transaction ID,Fund,Dept,Div,Fund1,Dept1,Div1,Record Number,Fiscal Year
PY,NOT APPLICABLE,"$22,117.72 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600165,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,1857,2016
PY,NOT APPLICABLE,"$6,580.16 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600455,211,619,3586,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,1858,2016
PY,NOT APPLICABLE,"$13,068.97 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600323,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,1859,2016
PY,NOT APPLICABLE,"$31,349.82 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600343,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1860,2016
PY,NOT APPLICABLE,"$7,122.06 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600350,501,660,6000,501 - WASTEWATER,660 - PUBLIC WORKS,6000 - ADMINISTRATION,1861,2016
PY,NOT APPLICABLE,"$11,443.93 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600355,501,660,6010,501 - WASTEWATER,660 - PUBLIC WORKS,6010 - ENGINEERING,1862,2016
PY,NOT APPLICABLE,"$7,785.33 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600363,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,1863,2016
RV,NOT APPLICABLE,"$18,584.09 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20160326,2016-00006940 - 4600366,604,0,0,604 - RISK MANAGEMENT,000 - GEN,0000 - GEN,1864,2016
RV,NOT APPLICABLE,"$12,286.68 ",479,OTHER REVENUE - 479.0000,20160326,2016-00006940 - 4600451,610,0,0,610 - NORTHWEST AZ EMP BENEFIT TRUST,000 - GEN,0000 - GEN,1865,2016
RV,NOT APPLICABLE,"$106,295.77 ",435.15,VEHICLE LICENSE TAX - 435.1500,20160328,2016-00007061 - 4603495,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1866,2016
EX,MOHAVE ELECTRIC COOPERATIVE,"$5,109.18 ",4110,049 - 1255 MARINA BLVD - 4110,20160328,1318 - 049 0316 - 03/28/2016 - 1564,101,619,3570,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,1867,2016
EX,"TESKE, TROY","$5,000.00 ",4390,ADDITIONAL PUBLIC UTILITY AND DRAINAGE EASEMENT APN 347-03-075 - 4390,20160328,14299 - PUE/DE 34703075 - 03/28/2016 - 8010,304,660,6390,304 - FLOOD CONTROL,660 - PUBLIC WORKS,6390 - MISC. DRAINAGE IMPRV,1868,2016
EX,"VULCAN, INC.","$6,780.41 ",7340,SAND SEAL SLURRY @ 6.9% - 7340,20160328,1506 - 80148957 - 03/28/2016 - 9296,313,631,6119,313 - TRANSPORTATION,631 - TRANSPORTATION,6119 - BHC PKWY IMPROVEMENTS,1869,2016
RV,NOT APPLICABLE,"$140,999.25 ",444.1,SEWER USER CHARGES - 444.1000,20160328,2016-00006735 - 4594705,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,1870,2016
RV,NOT APPLICABLE,"$155,437.76 ",444.1,SEWER USER CHARGES - 444.1000,20160328,2016-00006724 - 4594618,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,1871,2016
RV,NOT APPLICABLE,"$5,319.82 ",451.2,COURT FINES - 451.2000,20160329,2016-00006933 - 4599776,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1872,2016
EX,"CDW GOVERNMENT, INC.","$8,652.27 ",7435,ENTERASYS COMPUTER PARTS AND SUPPLIES - 7435,20160329,1151 - CLN3799 - 03/29/2016 - 2180,101,700,2050,101 - GENERAL ,700 - CAPITAL OUTLAY,2050 - TECH SERVICES,1873,2016
EX,CRAFCO INC.,"$20,058.47 ",4361,POLYFLEX TYPE 4 - 4361,20160329,4390 - 00197897 - 03/29/2016 - 2477,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,1874,2016
EX,JE FULLER HYDROLOGY AND GEOMORPHOLOGY INC,"$20,945.57 ",7321,PROFESSIONAL SERVICES 02/01-02/29/16 PROJECT NO. 15-E-012 - 7321,20160329,936 - P2567.01-2 - 03/29/2016 - 4297,304,700,6390,304 - FLOOD CONTROL,700 - CAPITAL OUTLAY,6390 - MISC. DRAINAGE IMPRV,1875,2016
EX,MORRISON MAIERLE INC,"$7,349.64 ",7350,SECTION 10 UV CONSTRUCTION SERVICES THROUGH 3/4/16 - 7350,20160329,13716 - 157158 - 03/29/2016 - 5467,520,700,6404,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,1876,2016
RV,NOT APPLICABLE,"$197,013.50 ",413.1,CITY SALES TAX - 413.1000,20160330,2016-00007061 - 4603497,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1877,2016
RV,NOT APPLICABLE,"$5,898.25 ",455.13,PRE-PAID PRINCIPAL - 455.1300,20160330,2016-00008130 - 4631896,408,0,0,408 - SID#3,000 - GEN,0000 - GEN,1878,2016
RV,NOT APPLICABLE,"$313,044.17 ",435.13,STATE SALES TAX - 435.1300,20160331,2016-00009928 - 4756991,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1879,2016
RV,NOT APPLICABLE,"$219,735.29 ",435.15,VEHICLE LICENSE TAX - 435.1500,20160331,2016-00009928 - 4758099,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1880,2016
RV,NOT APPLICABLE,"$9,150.00 ",441.41,ABATEMENT BLDG CODE - 441.4100,20160331,2016-00008318 - 4636290,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1881,2016
RV,NOT APPLICABLE,"$6,076.80 ",416.1,BED TAX - 416.1000,20160331,2016-00008317 - 4636284,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1882,2016
RV,NOT APPLICABLE,"$1,072,514.76 ",413.1,CITY SALES TAX - 413.1000,20160331,2016-00008317 - 4636283,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1883,2016
RV,NOT APPLICABLE,"$14,418.54 ",438.13,FIRE DISTRICT DISPATCHING - 438.1300,20160331,2016-00006935 - 4599815,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1884,2016
RV,NOT APPLICABLE,"$84,833.63 ",418.12,FRANCHISE TAX-CABLE TV - 418.1200,20160331,2016-00008072 - 4629893,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1885,2016
RV,NOT APPLICABLE,"$42,003.04 ",418.13,FRANCHISE TAX-GAS - 418.1300,20160331,2016-00008072 - 4629899,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1886,2016
RV,NOT APPLICABLE,"$6,535.81 ",418.15,FRANCHISE TAX-REFUSE - 418.1500,20160331,2016-00008072 - 4629911,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1887,2016
RV,NOT APPLICABLE,"$6,778.12 ",442.1,SPECIAL POLICE SERVICES - 442.1000,20160331,2016-00007503 - 4615104,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1888,2016
RV,NOT APPLICABLE,"$7,698.67 ",442.1,SPECIAL POLICE SERVICES - 442.1000,20160331,2016-00006936 - 4599817,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1889,2016
RV,NOT APPLICABLE,"$9,784.13 ",442.1,SPECIAL POLICE SERVICES - 442.1000,20160331,2016-00006984 - 4601725,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1890,2016
RV,NOT APPLICABLE,"$345,686.27 ",435.13,STATE SALES TAX - 435.1300,20160331,2016-00008317 - 4636279,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1891,2016
RV,NOT APPLICABLE,"$88,874.12 ",435.15,VEHICLE LICENSE TAX - 435.1500,20160331,2016-00008022 - 4628270,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1892,2016
RV,NOT APPLICABLE,"$92,224.49 ",435.15,VEHICLE LICENSE TAX - 435.1500,20160331,2016-00008022 - 4628271,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1893,2016
RV,NOT APPLICABLE,"$27,516.47 ",422.11,BUILDING-PLAN REVIEWS - 422.1100,20160331,2016-00007567 - 4616674,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1894,2016
EX,NOT APPLICABLE,"$11,520.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588594,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,1895,2016
PY,NOT APPLICABLE,"$8,097.04 ",1105,REGULAR FULL-TIME WAGES - 1105,20160331,2016-00007280 - 4609427,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,1896,2016
EX,NOT APPLICABLE,"$5,683.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588591,101,615,2500,101 - GENERAL ,615 - FIN ADMIN,2500 - BUDGET AND ACCOUNTING,1897,2016
PY,NOT APPLICABLE,"$6,169.86 ",1105,REGULAR FULL-TIME WAGES - 1105,20160331,2016-00007280 - 4609445,101,615,2500,101 - GENERAL ,615 - FIN ADMIN,2500 - BUDGET AND ACCOUNTING,1898,2016
EX,NOT APPLICABLE,"$10,723.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588589,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1899,2016
PY,NOT APPLICABLE,"$8,910.82 ",1105,REGULAR FULL-TIME WAGES - 1105,20160331,2016-00007280 - 4609462,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1900,2016
EX,NOT APPLICABLE,"$6,873.38 ",6210,GASOLINE - 6210,20160331,2016-00007268 - 4609114,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - ADMINISTRATION,1901,2016
EX,NOT APPLICABLE,"$30,448.00 ",5210,PROPERTY & RISK INSURANCE - 5210,20160331,2016-00006529 - 4588791,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - ADMINISTRATION,1902,2016
PY,NOT APPLICABLE,"$7,357.87 ",1105,REGULAR FULL-TIME WAGES - 1105,20160331,2016-00007280 - 4609502,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - ADMINISTRATION,1903,2016
EX,NOT APPLICABLE,"$16,895.83 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20160331,2016-00006533 - 4588871,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - ADMINISTRATION,1904,2016
EX,NOT APPLICABLE,"$60,480.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588581,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,1905,2016
PY,NOT APPLICABLE,"$12,678.73 ",1535,PUBLIC SAFETY RETIREMENT - 1535,20160331,2016-00007280 - 4609536,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,1906,2016
PY,NOT APPLICABLE,"$48,347.86 ",1105,REGULAR FULL-TIME WAGES - 1105,20160331,2016-00007280 - 4609572,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,1907,2016
EX,NOT APPLICABLE,"$16,320.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588580,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,1908,2016
PY,NOT APPLICABLE,"$15,629.99 ",1105,REGULAR FULL-TIME WAGES - 1105,20160331,2016-00007280 - 4609623,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,1909,2016
EX,NOT APPLICABLE,"$8,640.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588579,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - SUPPORT SERVICES,1910,2016
PY,NOT APPLICABLE,"$5,432.88 ",1105,REGULAR FULL-TIME WAGES - 1105,20160331,2016-00007280 - 4609628,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - SUPPORT SERVICES,1911,2016
EX,NOT APPLICABLE,"$15,360.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588578,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,1912,2016
PY,NOT APPLICABLE,"$10,655.02 ",1105,REGULAR FULL-TIME WAGES - 1105,20160331,2016-00007280 - 4609643,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,1913,2016
EX,NOT APPLICABLE,"$6,720.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588577,101,641,5050,101 - GENERAL ,641 - HEALTH AND WELFARE,5050 - ANIMAL CARE AND WELFARE,1914,2016
EX,NOT APPLICABLE,"$14,496.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588573,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,1915,2016
PY,NOT APPLICABLE,"$7,327.23 ",1105,REGULAR FULL-TIME WAGES - 1105,20160331,2016-00007280 - 4609703,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,1916,2016
EX,NOT APPLICABLE,"$7,208.33 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20160331,2016-00006533 - 4588875,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,1917,2016
EX,NOT APPLICABLE,"$8,963.00 ",9030,TRANSFER TO DEBT SRV FUND - 9030,20160331,2016-00003064 - 4488339,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,1918,2016
EX,NOT APPLICABLE,"$45,031.00 ",9030,TRANSFER TO DEBT SRV FUND - 9030,20160331,2016-00003064 - 4488291,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,1919,2016
EX,NOT APPLICABLE,"$9,521.00 ",9050,TRANSFER TO PROPRIETARY FUNDS - 9050,20160331,2016-00003059 - 4487988,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,1920,2016
EX,NOT APPLICABLE,"$5,328.00 ",9020,TRANSFER TO SPEC REV FUND - 9020,20160331,2016-00003063 - 4488243,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,1921,2016
EX,NOT APPLICABLE,"$8,372.00 ",9020,TRANSFER TO SPEC REV FUND - 9020,20160331,2016-00003060 - 4488084,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,1922,2016
EX,NOT APPLICABLE,"$19,416.00 ",9020,TRANSFER TO SPEC REV FUND - 9020,20160331,2016-00003063 - 4488195,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,1923,2016
EX,NOT APPLICABLE,"$70,082.00 ",9020,TRANSFER TO SPEC REV FUND - 9020,20160331,2016-00003069 - 4488396,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,1924,2016
RV,NOT APPLICABLE,"$323,596.67 ",435.14,HIGHWAY USER REVENUE - 435.1400,20160331,2016-00009928 - 4756814,201,0,0,201 - STREETS (HURF),000 - GEN,0000 - GEN,1925,2016
RV,NOT APPLICABLE,"$352,938.23 ",435.14,HIGHWAY USER REVENUE - 435.1400,20160331,2016-00008022 - 4628313,201,0,0,201 - STREETS (HURF),000 - GEN,0000 - GEN,1926,2016
EX,NOT APPLICABLE,"$15,312.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588569,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,1927,2016
EX,NOT APPLICABLE,"$5,285.00 ",5210,PROPERTY & RISK INSURANCE - 5210,20160331,2016-00006529 - 4588770,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,1928,2016
PY,NOT APPLICABLE,"$8,915.26 ",1105,REGULAR FULL-TIME WAGES - 1105,20160331,2016-00007280 - 4609726,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,1929,2016
EX,NOT APPLICABLE,"$14,704.58 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20160331,2016-00006533 - 4588878,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,1930,2016
RV,NOT APPLICABLE,"$70,082.00 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20160331,2016-00003069 - 4488384,201,790,6100,201 - STREETS (HURF),790 - OPERATING TRANSFERS,6100 - STREET OPERATIONS,1931,2016
EX,NOT APPLICABLE,"$14,096.00 ",9030,TRANSFER TO DEBT SRV FUND - 9030,20160331,2016-00003218 - 4490475,201,790,6100,201 - STREETS (HURF),790 - OPERATING TRANSFERS,6100 - STREET OPERATIONS,1932,2016
EX,NOT APPLICABLE,"$70,740.00 ",9030,TRANSFER TO DEBT SRV FUND - 9030,20160331,2016-00003218 - 4490427,201,790,6100,201 - STREETS (HURF),790 - OPERATING TRANSFERS,6100 - STREET OPERATIONS,1933,2016
RV,NOT APPLICABLE,"$92,529.86 ",446.11,WATER IMPOST - 446.1100,20160331,2016-00007285 - 4610664,210,0,0,210 - WATER IMPOST,000 - GEN,0000 - GEN,1934,2016
RV,NOT APPLICABLE,"$52,636.79 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20160331,2016-00008907 - 4656139,211,0,3586,211 - TRANSIT,000 - GEN,3586 - TRANSIT ADOT,1935,2016
EX,NOT APPLICABLE,"$7,983.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588609,211,619,3586,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,1936,2016
RV,NOT APPLICABLE,"$5,328.00 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20160331,2016-00003063 - 4488231,211,790,3580,211 - TRANSIT,790 - OPERATING TRANSFERS,3580 - SENIOR TRANSPORTATION,1937,2016
RV,NOT APPLICABLE,"$19,416.00 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20160331,2016-00003063 - 4488183,211,790,3586,211 - TRANSIT,790 - OPERATING TRANSFERS,3586 - TRANSIT ADOT,1938,2016
RV,NOT APPLICABLE,"$6,202.72 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20160331,2016-00006827 - 4597572,215,0,3564,215 - HOUSING REDEVELOPMENT,000 - GEN,3564 - CDBG ADMIN,1939,2016
RV,NOT APPLICABLE,"$6,202.72 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20160331,2016-00006829 - 4597578,215,0,3564,215 - HOUSING REDEVELOPMENT,000 - GEN,3564 - CDBG ADMIN,1940,2016
RV,NOT APPLICABLE,"$6,162.80 ",431.21,FEDERAL GRANT - 431.2100,20160331,2016-00009420 - 4679395,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GEN,0000 - GEN,1941,2016
RV,NOT APPLICABLE,"$8,372.00 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20160331,2016-00003060 - 4488072,245,790,3576,245 - BHC SR NUTRITION CENTER,790 - OPERATING TRANSFERS,3576 - BHC SR NUTRITION CENTER,1942,2016
EX,NOT APPLICABLE,"$7,274.58 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20160331,2016-00006533 - 4588884,304,631,6100,304 - FLOOD CONTROL,631 - TRANSPORTATION,6100 - STREET OPERATIONS,1943,2016
RV,NOT APPLICABLE,"$45,031.00 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20160331,2016-00003064 - 4488279,401,790,3575,401 - DEBT SERVICE,790 - OPERATING TRANSFERS,3575 - MUNICIPAL PROPERTY CORP,1944,2016
RV,NOT APPLICABLE,"$70,740.00 ",491.116,TRANSFER FROM SPEC REV FD - 491.1160,20160331,2016-00003218 - 4490415,401,790,3575,401 - DEBT SERVICE,790 - OPERATING TRANSFERS,3575 - MUNICIPAL PROPERTY CORP,1945,2016
RV,NOT APPLICABLE,"$18,771.83 ",455.13,PRE-PAID PRINCIPAL - 455.1300,20160331,2016-00008146 - 4631951,408,0,0,408 - SID#3,000 - GEN,0000 - GEN,1946,2016
RV,NOT APPLICABLE,"$8,963.00 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20160331,2016-00003064 - 4488327,409,790,3571,409 - EXCISE TAX REV REFUNDING 2013,790 - OPERATING TRANSFERS,3571 - FACILITY IMPROVEMENTS,1947,2016
RV,NOT APPLICABLE,"$14,096.00 ",491.112,TRANSFER FROM HURF - 491.1120,20160331,2016-00003218 - 4490463,409,790,6199,409 - EXCISE TAX REV REFUNDING 2013,790 - OPERATING TRANSFERS,6199 - MISC. STREET IMPROVEMENTS,1948,2016
RV,NOT APPLICABLE,"$15,674.15 ",444.18,RECLAIMED WATER - 444.1800,20160331,2016-00007460 - 4614330,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,1949,2016
EX,NOT APPLICABLE,"$7,301.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588605,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,1950,2016
PY,NOT APPLICABLE,"$5,189.73 ",1105,REGULAR FULL-TIME WAGES - 1105,20160331,2016-00007280 - 4609851,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,1951,2016
EX,MOHAVE VALLEY LANDFILL,"$10,966.17 ",4130,SLUDGE DISPOSAL 03/01-03/15/16 - 4130,20160331,1325 - 4522-000012031 - 03/31/2016 - 6148,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1952,2016
EX,NOT APPLICABLE,"$19,200.00 ",1510,HEALTH INSURANCE - 1510,20160331,2016-00006526 - 4588539,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1953,2016
EX,NOT APPLICABLE,"$7,300.00 ",5210,PROPERTY & RISK INSURANCE - 5210,20160331,2016-00006529 - 4588749,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1954,2016
PY,NOT APPLICABLE,"$12,715.35 ",1105,REGULAR FULL-TIME WAGES - 1105,20160331,2016-00007280 - 4609871,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1955,2016
EX,NOT APPLICABLE,"$5,270.83 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20160331,2016-00006533 - 4588886,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1956,2016
RV,NOT APPLICABLE,"$9,521.00 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20160331,2016-00003059 - 4487976,501,790,6400,501 - WASTEWATER,790 - OPERATING TRANSFERS,6400 - WASTEWATER,1957,2016
EX,MORRISON MAIERLE INC,"$8,647.48 ",7350,SECTION 18 WWTP CONSTRUCTION THROUGH 03/04/16 - 7350,20160331,13716 - 157159 - 03/31/2016 - 5470,520,700,6406,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,1958,2016
RV,NOT APPLICABLE,"$25,354.46 ",440.3,SALE OF FUEL - 440.3000,20160331,2016-00007268 - 4609141,601,0,0,601 - FLEET SERVICES,000 - GEN,0000 - GEN,1959,2016
RV,NOT APPLICABLE,"$58,037.49 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20160331,2016-00006533 - 4588888,601,0,0,601 - FLEET SERVICES,000 - GEN,0000 - GEN,1960,2016
EX,NOT APPLICABLE,"$10,050.27 ",6225,TIRES - 6225,20160331,2016-00007040 - 4603080,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,1961,2016
RV,NOT APPLICABLE,"$7,252.59 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20160331,2016-00007280 - 4609893,604,0,0,604 - RISK MANAGEMENT,000 - GEN,0000 - GEN,1962,2016
RV,NOT APPLICABLE,"$83,407.00 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20160331,2016-00006529 - 4588808,604,0,0,604 - RISK MANAGEMENT,000 - GEN,0000 - GEN,1963,2016
RV,NOT APPLICABLE,"$271,759.00 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20160331,2016-00006526 - 4588598,610,0,0,610 - NORTHWEST AZ EMP BENEFIT TRUST,000 - GEN,0000 - GEN,1964,2016
EX,"MCKEE, DELORES  PETICA","$8,465.88 ",3215,PUBLIC DEFENDER CONTRACT 04/16 - 3215,20160401,4570 - APRIL 2016 - 04/01/2016 - 1586,101,619,9500,101 - GENERAL ,619 - GEN GOVT,9500 - GENERAL SERVICES,1965,2016
EX,"ANTHONY J MULLAN, ATTY AT LAW","$5,387.38 ",3215,RELIEF PUBLIC DEFENDER CONTRACT 04/16 - 3215,20160401,13335 - APRIL 2016 - 04/01/2016 - 1586,101,619,9500,101 - GENERAL ,619 - GEN GOVT,9500 - GENERAL SERVICES,1966,2016
EX,BULLHEAD AREA CHAMBER,"$5,000.00 ",3130,TOURISM AGREEMENT CONTRACT 04/16 - 3130,20160401,1058 - APRIL 2016 - 04/01/2016 - 7270,101,665,2030,101 - GENERAL ,665 - ECONOMIC DEVELOPMENT,2030 - ECONOMIC DEVELOPMENT,1967,2016
RV,NOT APPLICABLE,"$10,000.00 ",472.2,SPONSORSHIPS - 472.2000,20160401,2016-00006971 - 4601339,211,0,3586,211 - TRANSIT,000 - GEN,3586 - TRANSIT ADOT,1968,2016
EX,US POSTMASTERS,"$8,000.00 ",6150,POSTAGE FOR WASTEWATER BILLING 04/16 - 6150,20160401,1492 - APRIL 2016 - 04/01/2016 - 5092,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,1969,2016
EX,NORTHWEST ARIZONA EMPLOYEE BENEFIT TRUST,"$246,582.02 ",3220,MEDICAL/DENTAL/VISION CLAIMS AND PREMIUMS - 3220,20160401,512 - APRIL 2016 - 04/01/2016 - 6776,610,618,2040,610 - NORTHWEST AZ EMP BENEFIT TRUST,618 - PERS ADMIN,2040 - HUMAN RESOURCES,1970,2016
EX,NORTHWEST ARIZONA EMPLOYEE BENEFIT TRUST,"$37,771.22 ",3430,MEDICAL/DENTAL/VISION CLAIMS AND PREMIUMS - 3430,20160401,512 - APRIL 2016 - 04/01/2016 - 6777,610,618,2040,610 - NORTHWEST AZ EMP BENEFIT TRUST,618 - PERS ADMIN,2040 - HUMAN RESOURCES,1971,2016
RV,NOT APPLICABLE,"$598,806.67 ",413.1,CITY SALES TAX - 413.1000,20160404,2016-00007061 - 4603498,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1972,2016
EX,NEWEDGE TECHNOLOGY LLC,"$5,808.60 ",3480,PD RADIO LINK UPGRADE - 3480,20160404,652 - 11498 - 04/04/2016 - 7324,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,1973,2016
