Account Number,Fund Number,Fund Name,Fund Group,Department,Division,Account Description,Sub Account Description,Element Description,Object Description,Year,Amount
410-0000-361.50-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,CERTIFICATE OF DEPOSIT,,2016,$0
410-0000-361.60-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INT ON T-BILLS/T-NOTES,,2016,$0
410-0000-361.65-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,AGENCY INTEREST,,2016,"$90,000"
410-0000-361.80-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,STOCK DIVIDENDS,,2016,"$225,000"
410-0000-361.83-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INT ON MUNICIPAL BONDS,,2016,$0
410-0000-361.84-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,TREAS BOND INTEREST,,2016,$0
410-0000-361.85-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INTEREST ON FIXED INCOME,,2016,"$200,000"
410-0000-361.86-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,MUTUAL FUNDS,,2016,"$100,000"
410-0000-362.10-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,GAINS ON INVESTMENTS,FIXED INCOME,,2016,"$2,000,000"
410-0000-365.60-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,EMPLOYER CONTRIBUTIONS,,2016,"$4,574,175"
410-0000-365.62-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,EE/RETIREE CONTRIB-CHOICE,,2016,"$442,000"
410-0000-365.70-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,OTHER CONTRIBUTIONS,,2016,$0
410-0000-365.80-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,PENSION BUY BACK,,2016,$0
410-0000-395.30-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2016,$0
410-0000-395.55-00,410,FIRE PENSION FUND,TRUST & AGENCIES,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,GAIN/LOSS SALE OF INVSTMT,,2016,$0
410-0000-395.55-10,410,FIRE PENSION FUND,TRUST & AGENCIES,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,GAIN/LOSS SALE OF INVSTMT,FIXED INCOME,2016,$0
410-0000-395.55-20,410,FIRE PENSION FUND,TRUST & AGENCIES,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,GAIN/LOSS SALE OF INVSTMT,MUTUAL FUNDS,2016,$0
411-0000-300.00-00,411,REHER ART GALLERY,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2016,"$50,500"
411-0000-361.10-00,411,REHER ART GALLERY,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$0
411-0000-391.43-00,411,REHER ART GALLERY,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM LIBRARY TRUST,,2016,$0
411-0000-395.30-00,411,REHER ART GALLERY,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2016,$0
412-0000-361.10-00,412,PERPETUAL CARE FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$20
412-0000-361.20-00,412,PERPETUAL CARE FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2016,$0
412-0000-361.50-00,412,PERPETUAL CARE FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,CERTIFICATE OF DEPOSIT,,2016,$0
412-0000-391.42-00,412,PERPETUAL CARE FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM PERPETUAL CARE,,2016,$0
412-0000-395.45-00,412,PERPETUAL CARE FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,PERPETUAL CARE,,2016,"$13,500"
414-0000-300.00-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2016,"$21,925"
414-0000-361.10-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$0
414-0000-361.20-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2016,$0
414-0000-361.50-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,CERTIFICATE OF DEPOSIT,,2016,$0
414-0000-361.55-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,VELIE TRUST INTEREST,,2016,"$1,000"
414-0000-361.65-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,AGENCY INTEREST,,2016,"$5,000"
414-0000-362.10-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,GAINS ON INVESTMENTS,FIXED INCOME,,2016,$0
414-0000-365.30-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,CEMETERY GIFTS,,2016,"$6,000"
414-0000-365.31-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,PARK ENHANCEMENT GIFTS,,2016,$0
414-0000-365.36-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,OTHER GIFTS,,2016,"$50,075"
414-0000-365.37-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,MEMORIAL GIFT PROGRAM,,2016,$0
414-0000-365.38-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,ACTIVITY CENTER GIFTS,,2016,$0
414-0000-391.12-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM PARKS,,2016,$0
414-0000-391.42-00,414,PARK/CEMETERY GIFTS,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM PERPETUAL CARE,,2016,$0
415-0000-300.00-00,415,FOREIGN FIRE INSURANCE,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2016,"$23,000"
415-0000-318.10-00,415,FOREIGN FIRE INSURANCE,SPECIAL REVENUE FUNDS,,,TAXES,OTHER TAXES,FOREIGN FIRE INS TAX,,2016,"$48,000"
415-0000-361.10-00,415,FOREIGN FIRE INSURANCE,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$0
415-0000-361.50-00,415,FOREIGN FIRE INSURANCE,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,CERTIFICATE OF DEPOSIT,,2016,$0
420-0000-300.00-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2016,$0
420-0000-361.10-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$20
420-0000-361.15-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INTEREST ON MONEY MKT,,2016,$300
420-0000-361.60-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INT ON T-BILLS/T-NOTES,,2016,$0
420-0000-361.65-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,AGENCY INTEREST,,2016,"$120,000"
420-0000-361.80-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,STOCK DIVIDENDS,,2016,"$340,000"
420-0000-361.85-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INTEREST ON FIXED INCOME,,2016,"$120,000"
420-0000-361.86-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,MUTUAL FUNDS,,2016,"$200,000"
420-0000-362.10-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,GAINS ON INVESTMENTS,FIXED INCOME,,2016,"$2,000,000"
420-0000-365.60-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,EMPLOYER CONTRIBUTIONS,,2016,"$3,740,525"
420-0000-365.62-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,EE/RETIREE CONTRIB-CHOICE,,2016,"$561,185"
420-0000-365.65-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,TRANSFER CONTRIBUTIONS,,2016,$0
420-0000-365.70-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,OTHER CONTRIBUTIONS,,2016,$0
420-0000-365.80-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,PENSION BUY BACK,,2016,$0
420-0000-395.30-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2016,$0
420-0000-395.55-00,420,POLICE PENSION FUND,TRUST & AGENCIES,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,GAIN/LOSS SALE OF INVSTMT,,2016,$0
421-0000-300.00-00,421,LIBRARY TRUST FUND,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2016,"$3,000"
421-0000-334.90-00,421,LIBRARY TRUST FUND,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,INTERGOVERNMENTAL REVENUE,OTHER FED/STATE GRANTS,,2016,$0
421-0000-361.10-00,421,LIBRARY TRUST FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$0
421-0000-361.20-00,421,LIBRARY TRUST FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2016,$0
421-0000-361.50-00,421,LIBRARY TRUST FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,CERTIFICATE OF DEPOSIT,,2016,$0
421-0000-361.95-00,421,LIBRARY TRUST FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BEQUEATH INTEREST,,2016,"$12,000"
421-0000-365.20-00,421,LIBRARY TRUST FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,GIFTS,,2016,"$330,000"
421-0000-395.30-00,421,LIBRARY TRUST FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2016,$0
440-0000-300.00-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2016,"$1,518,350"
440-0000-341.32-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,CHARGES FOR SERVICES,GENERAL GOVERNMENT,INTERNAL USER CHARGES,,2016,"$4,515,295"
440-0000-361.10-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$90
440-0000-361.20-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2016,$50
440-0000-361.21-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,IMET INTEREST,,2016,"$7,500"
440-0000-361.50-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,CERTIFICATE OF DEPOSIT,,2016,"$8,500"
440-0000-365.62-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,EE/RETIREE CONTRIB-CHOICE,,2016,"$891,105"
440-0000-365.63-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,EE CONTRIB-CHOICE COBRA,,2016,"$20,265"
440-0000-365.64-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,RETIREE CONTRIBUTIONS,,2016,"$889,695"
440-0000-365.67-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,DEP CARE CONTRIBUTIONS,,2016,"$12,000"
440-0000-365.68-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,SEC 125 FLX SP CONTRIBUTN,,2016,"$212,000"
440-0000-391.45-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM LIABILITY INS FUND,,2016,"$36,545"
440-0000-395.30-00,440,ACTIVE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2016,"$73,000"
441-0000-300.00-00,441,RETIREE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2016,$0
441-0000-361.10-00,441,RETIREE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$0
441-0000-361.20-00,441,RETIREE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2016,$0
441-0000-361.21-00,441,RETIREE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,IMET INTEREST,,2016,$0
441-0000-391.44-00,441,RETIREE HEALTHCARE FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM HEALTH INS FUND,,2016,"$500,000"
443-0000-300.00-00,443,INFORMATION TECH FUND,INTERNAL SERVICE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2016,"$292,700"
443-0000-341.32-00,443,INFORMATION TECH FUND,INTERNAL SERVICE FUNDS,,,CHARGES FOR SERVICES,GENERAL GOVERNMENT,INTERNAL USER CHARGES,,2016,"$1,082,415"
443-0000-361.10-00,443,INFORMATION TECH FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$0
443-0000-361.20-00,443,INFORMATION TECH FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2016,$0
443-0000-391.10-10,443,INFORMATION TECH FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM GENERAL,FROM GENERAL FUND,2016,$0
443-0000-395.30-00,443,INFORMATION TECH FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2016,$0
444-0000-300.00-00,444,PUBLIC SAFETY EQUIP FUND,INTERNAL SERVICE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2016,"$148,025"
444-0000-361.10-00,444,PUBLIC SAFETY EQUIP FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$0
444-0000-361.21-00,444,PUBLIC SAFETY EQUIP FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,IMET INTEREST,,2016,$0
444-0000-391.10-00,444,PUBLIC SAFETY EQUIP FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM GENERAL,,2016,"$60,000"
444-0000-391.12-00,444,PUBLIC SAFETY EQUIP FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM PARKS,,2016,$0
445-0000-300.00-00,445,LIABILITY INSURANCE FUND,INTERNAL SERVICE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2016,"$1,300,500"
445-0000-334.90-00,445,LIABILITY INSURANCE FUND,INTERNAL SERVICE FUNDS,,,INTERGOVERNMENTAL REVENUE,INTERGOVERNMENTAL REVENUE,OTHER FED/STATE GRANTS,,2016,$0
445-0000-341.32-00,445,LIABILITY INSURANCE FUND,INTERNAL SERVICE FUNDS,,,CHARGES FOR SERVICES,GENERAL GOVERNMENT,INTERNAL USER CHARGES,,2016,"$2,682,120"
445-0000-361.10-00,445,LIABILITY INSURANCE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$0
445-0000-361.20-00,445,LIABILITY INSURANCE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2016,$300
445-0000-361.21-00,445,LIABILITY INSURANCE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,IMET INTEREST,,2016,"$15,000"
445-0000-361.50-00,445,LIABILITY INSURANCE FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,CERTIFICATE OF DEPOSIT,,2016,"$5,000"
445-0000-395.30-00,445,LIABILITY INSURANCE FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2016,$0
448-0000-300.00-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2016,"$394,480"
448-0000-334.90-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,INTERGOVERNMENTAL REVENUE,INTERGOVERNMENTAL REVENUE,OTHER FED/STATE GRANTS,,2016,$0
448-0000-341.04-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,CHARGES FOR SERVICES,GENERAL GOVERNMENT,CIVIC CENTER SVC CHARGE,,2016,"$4,000"
448-0000-341.05-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,CHARGES FOR SERVICES,GENERAL GOVERNMENT,EXTERNAL USER CHARGES,,2016,"$300,000"
448-0000-341.32-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,CHARGES FOR SERVICES,GENERAL GOVERNMENT,INTERNAL USER CHARGES,,2016,"$4,039,015"
448-0000-341.32-10,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,CHARGES FOR SERVICES,GENERAL GOVERNMENT,INTERNAL USER CHARGES,POOL CAR,2016,"$3,000"
448-0000-341.32-20,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,CHARGES FOR SERVICES,GENERAL GOVERNMENT,INTERNAL USER CHARGES,ACCIDENT BILLING,2016,$0
448-0000-351.10-20,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,FINES AND FORFEITURES,COURT,CIRCUIT COURT,LAW ENFRCMNT VEHICLE FINE,2016,"$9,500"
448-0000-361.10-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$50
448-0000-361.20-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2016,$50
448-0000-361.21-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,IMET INTEREST,,2016,"$1,000"
448-0000-361.50-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,CERTIFICATE OF DEPOSIT,,2016,$0
448-0000-365.20-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,GIFTS,,2016,$0
448-0000-392.20-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,SALE OF CITY PROPERTY,SALE OF SURPLUS PROPERTY,,2016,"$19,500"
448-0000-395.20-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,DAMAGE TO CITY PROPERTY,,2016,$0
448-0000-395.30-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2016,$500
448-0000-395.65-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,DAMAGE CLAIM REIMBURSMENT,,2016,$0
448-0000-395.85-00,448,FLEET FUND,INTERNAL SERVICE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,GAIN/LOSS CAPITAL ASSET,,2016,$0
449-0000-300.00-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2016,$0
449-0000-311.10-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,TAXES,PROPERTY TAXES,PROPERTY TAXES,,2016,$0
449-0000-334.90-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,INTERGOVERNMENTAL REVENUE,INTERGOVERNMENTAL REVENUE,OTHER FED/STATE GRANTS,,2016,"$32,610"
449-0000-341.50-06,449,SANITATION FUND,ENTERPRISE FUNDS,,,CHARGES FOR SERVICES,GENERAL GOVERNMENT,MUNICIPAL SERVICES,PUBLIC WORK SERVICES,2016,"$37,655"
449-0000-343.33-01,449,SANITATION FUND,ENTERPRISE FUNDS,,,CHARGES FOR SERVICES,UTILITIES,CUSTOMER CHARGES,USER CHARGES,2016,"$2,180,000"
449-0000-361.10-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$95
449-0000-361.21-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,IMET INTEREST,,2016,$0
449-0000-365.00-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,,,2016,$0
449-0000-391.10-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM GENERAL,,2016,$0
449-0000-392.40-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,OTHER FINANCING SOURCES,SALE OF CITY PROPERTY,SALE OF SCRAP,,2016,$0
449-0000-395.25-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,ADVERTISING FEES,,2016,"$84,880"
449-0000-395.30-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2016,$0
449-0000-395.52-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,SANITATION CARTS,,2016,"$37,275"
449-0000-395.53-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,LAWN WASTE PROGRAM,,2016,"$66,520"
449-0000-395.54-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,BRUSH PICKUP,,2016,"$3,500"
449-0000-395.56-00,449,SANITATION FUND,ENTERPRISE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,SANITATION BULKY PICKUP,,2016,"$3,000"
450-0000-361.10-00,450,DEBT SERVICE FUND,DEBT SERVICE FUND,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$0
450-0000-391.51-00,450,DEBT SERVICE FUND,DEBT SERVICE FUND,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM CAPITAL IMPROVEMENTS,,2016,"$3,100,000"
450-0000-393.10-00,450,DEBT SERVICE FUND,DEBT SERVICE FUND,,,OTHER FINANCING SOURCES,PROCEEDS OF GLT DEBT,G.O. BOND PROCEEDS,,2016,$0
450-0000-395.99-00,450,DEBT SERVICE FUND,DEBT SERVICE FUND,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,PREMIUMS,,2016,$0
452-0000-361.10-00,452,2007 ESCROW FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2016,$0
452-0000-361.51-00,452,2007 ESCROW FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INTEREST ON LOANS,,2016,$0
452-0000-371.10-00,452,2007 ESCROW FUND,SPECIAL REVENUE FUNDS,,,LOAN PAYMENTS,LOAN REPAYMENT OF PRINCIP,REPAY ON LOANS,,2016,"$144,000"
452-0000-393.10-00,452,2007 ESCROW FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,PROCEEDS OF GLT DEBT,G.O. BOND PROCEEDS,,2016,$0
