Hospital,Multi-Acute System,Cohort,Zip Code,IdOrgHosp,Full City and State,City/Town,State,County,Hospital Specific Discharges From a ZIP Code                     (A),Total Hospital Discharges                  (B),Total Discharges for ZIP Code                  (C),ZIP Code Level Discharges as a % of Total Hospital Discharges                        (=A/B),Hospital Specific Discharges From a ZIP Code as a % of Total ZIP Code Discharges                   (=A/C),Hospital Size by Discharges,Hospital Type,Hospital Size by Total Revenue
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02118,126,"Boston, MA",Boston,MA,Suffolk County,50,13403,3868,0.003730508,0.012926577,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02459,126,"Newton Center, MA",Newton Center,MA,Middlesex County,50,13403,1351,0.003730508,0.037009623,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01801,126,"Woburn, MA",Woburn,MA,Middlesex County,49,13403,4980,0.003655898,0.009839357,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02090,126,"Westwood, MA",Westwood,MA,Norfolk County,49,13403,1636,0.003655898,0.0299511,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02171,126,"Quincy, MA",Quincy,MA,Norfolk County,48,13403,1850,0.003581288,0.025945946,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02745,126,"New Bedford, MA",New Bedford,MA,Bristol County,47,13403,3304,0.003506678,0.014225182,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02139,126,"Cambridge, MA",Cambridge,MA,Middlesex County,46,13403,2416,0.003432067,0.019039735,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02149,126,"Everett, MA",Everett,MA,Middlesex County,46,13403,4843,0.003432067,0.009498245,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02186,126,"Milton, MA",Milton,MA,Norfolk County,46,13403,2672,0.003432067,0.017215569,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02130,126,"Jamaica Plain, MA",Jamaica Plain,MA,Suffolk County,45,13403,3948,0.003357457,0.011398176,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02760,126,"North Attleboro, MA",North Attleboro,MA,Bristol County,45,13403,2181,0.003357457,0.020632737,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01464,126,"Shirley, MA",Shirley,MA,Middlesex County,44,13403,641,0.003282847,0.068642746,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02048,126,"Mansfield, MA",Mansfield,MA,Bristol County,44,13403,1966,0.003282847,0.022380468,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02375,126,"South Easton, MA",South Easton,MA,Bristol County,44,13403,1152,0.003282847,0.038194444,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02766,126,"Norton, MA",Norton,MA,Bristol County,44,13403,1890,0.003282847,0.023280423,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02119,126,"Roxbury, MA",Roxbury,MA,Suffolk County,43,13403,4157,0.003208237,0.010343998,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02333,126,"East Bridgewater, MA",East Bridgewater,MA,Plymouth County,43,13403,1690,0.003208237,0.025443787,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02360,126,"Plymouth, MA",Plymouth,MA,Plymouth County,42,13403,6947,0.003133627,0.006045775,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02476,126,"Arlington, MA",Arlington,MA,Middlesex County,42,13403,1340,0.003133627,0.031343284,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02718,126,"East Taunton, MA",East Taunton,MA,Bristol County,42,13403,778,0.003133627,0.053984576,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02723,126,"Fall River, MA",Fall River,MA,Bristol County,42,13403,2552,0.003133627,0.01645768,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02038,126,"Franklin, MA",Franklin,MA,Norfolk County,41,13403,2727,0.003059017,0.015034837,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02067,126,"Sharon, MA",Sharon,MA,Norfolk County,41,13403,1417,0.003059017,0.028934368,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02138,126,"Cambridge, MA",Cambridge,MA,Middlesex County,41,13403,1960,0.003059017,0.020918367,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02215,126,"Boston, MA",Boston,MA,Suffolk County,41,13403,795,0.003059017,0.051572327,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01810,126,"Andover, MA",Andover,MA,Essex County,40,13403,2923,0.002984406,0.013684571,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02176,126,"Melrose, MA",Melrose,MA,Middlesex County,40,13403,3001,0.002984406,0.01332889,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01450,126,"Groton, MA",Groton,MA,Middlesex County,38,13403,810,0.002835186,0.04691358,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01835,126,"Haverhill, MA",Haverhill,MA,Essex County,38,13403,1516,0.002835186,0.025065963,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02140,126,"Cambridge, MA",Cambridge,MA,Middlesex County,38,13403,1335,0.002835186,0.028464419,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01760,126,"Natick, MA",Natick,MA,Middlesex County,37,13403,3276,0.002760576,0.011294261,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01845,126,"North Andover, MA",North Andover,MA,Essex County,37,13403,3158,0.002760576,0.011716276,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02150,126,"Chelsea, MA",Chelsea,MA,Suffolk County,37,13403,4697,0.002760576,0.007877369,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01420,126,"Fitchburg, MA",Fitchburg,MA,Worcester County,36,13403,5182,0.002685966,0.006947125,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01702,126,"Framingham, MA",Framingham,MA,Middlesex County,36,13403,3135,0.002685966,0.011483254,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02115,126,"Boston, MA",Boston,MA,Suffolk County,36,13403,1466,0.002685966,0.024556617,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02382,126,"Whitman, MA",Whitman,MA,Plymouth County,35,13403,1742,0.002611356,0.020091848,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02145,126,"Somerville, MA",Somerville,MA,Middlesex County,34,13403,2093,0.002536746,0.016244625,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02347,126,"Lakeville, MA",Lakeville,MA,Plymouth County,34,13403,1154,0.002536746,0.029462738,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01960,126,"Peabody, MA",Peabody,MA,Essex County,33,13403,7599,0.002462135,0.004342677,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02379,126,"West Bridgewater, MA",West Bridgewater,MA,Plymouth County,33,13403,1161,0.002462135,0.028423773,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01469,126,"Townsend, MA",Townsend,MA,Middlesex County,32,13403,646,0.002387525,0.049535604,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02351,126,"Abington, MA",Abington,MA,Plymouth County,32,13403,2094,0.002387525,0.015281757,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02322,126,"Avon, MA",Avon,MA,Norfolk County,31,13403,666,0.002312915,0.046546547,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01752,126,"Marlborough, MA",Marlborough,MA,Middlesex County,30,13403,4358,0.002238305,0.006883892,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02093,126,"Wrentham, MA",Wrentham,MA,Norfolk County,30,13403,1413,0.002238305,0.021231423,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02466,126,"Auburndale, MA",Auburndale,MA,Middlesex County,30,13403,673,0.002238305,0.044576523,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01453,126,"Leominster, MA",Leominster,MA,Worcester County,28,13403,4601,0.002089085,0.006085634,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01462,126,"Lunenburg, MA",Lunenburg,MA,Worcester County,28,13403,1125,0.002089085,0.024888889,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,01902,126,"Lynn, MA",Lynn,MA,Essex County,28,13403,6477,0.002089085,0.004322989,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02056,126,"Norfolk, MA",Norfolk,MA,Norfolk County,28,13403,934,0.002089085,0.029978587,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02143,126,"Somerville, MA",Somerville,MA,Middlesex County,28,13403,1766,0.002089085,0.01585504,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02180,126,"Stoneham, MA",Stoneham,MA,Middlesex County,28,13403,2923,0.002089085,0.009579199,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02762,126,"Plainville, MA",Plainville,MA,Norfolk County,28,13403,940,0.002089085,0.029787234,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02050,126,"Marshfield, MA",Marshfield,MA,Plymouth County,27,13403,2688,0.002014474,0.010044643,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02052,126,"Medfield, MA",Medfield,MA,Norfolk County,27,13403,927,0.002014474,0.029126214,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02144,126,"Somerville, MA",Somerville,MA,Middlesex County,27,13403,1465,0.002014474,0.018430034,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02356,126,"North Easton, MA",North Easton,MA,Bristol County,27,13403,1398,0.002014474,0.019313305,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02341,126,"Hanson, MA",Hanson,MA,Plymouth County,26,13403,1304,0.001939864,0.01993865,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02343,126,"Holbrook, MA",Holbrook,MA,Norfolk County,26,13403,1635,0.001939864,0.015902141,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02370,126,"Rockland, MA",Rockland,MA,Plymouth County,26,13403,2567,0.001939864,0.010128555,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02747,126,"North Dartmouth, MA",North Dartmouth,MA,Bristol County,26,13403,2198,0.001939864,0.011828935,"10,000-19,999",Teaching Hospital,$250M-$500M
Steward St. Elizabeth's Medical Center,Steward Health Care System,Teaching Hospital,02779,126,"Berkley, MA",Berkley,MA,Bristol County,26,13403,601,0.001939864,0.043261231,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01604,127,"Worcester, MA",Worcester,MA,Worcester County,1138,19225,4296,0.059193758,0.264897579,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01605,127,"Worcester, MA",Worcester,MA,Worcester County,883,19225,3868,0.045929779,0.228283351,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01606,127,"Worcester, MA",Worcester,MA,Worcester County,821,19225,2319,0.042704811,0.35403191,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01501,127,"Auburn, MA",Auburn,MA,Worcester County,781,19225,1830,0.040624187,0.426775956,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01603,127,"Worcester, MA",Worcester,MA,Worcester County,748,19225,2550,0.038907672,0.293333333,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01602,127,"Worcester, MA",Worcester,MA,Worcester County,713,19225,2254,0.037087126,0.316326531,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01610,127,"Worcester, MA",Worcester,MA,Worcester County,712,19225,2737,0.037035111,0.260138838,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01545,127,"Shrewsbury, MA",Shrewsbury,MA,Worcester County,568,19225,3204,0.029544863,0.177278402,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01609,127,"Worcester, MA",Worcester,MA,Worcester County,561,19225,2284,0.029180754,0.245621716,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01527,127,"Millbury, MA",Millbury,MA,Worcester County,538,19225,1442,0.027984395,0.373092926,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01570,127,"Webster, MA",Webster,MA,Worcester County,529,19225,2441,0.027516255,0.216714461,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01520,127,"Holden, MA",Holden,MA,Worcester County,491,19225,1349,0.025539662,0.363973314,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01562,127,"Spencer, MA",Spencer,MA,Worcester County,447,19225,1295,0.023250975,0.345173745,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01540,127,"Oxford, MA",Oxford,MA,Worcester County,418,19225,1258,0.021742523,0.33227345,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01607,127,"Worcester, MA",Worcester,MA,Worcester County,364,19225,1083,0.01893368,0.336103416,"10,000-19,999",Teaching Hospital,$250M-$500M
Saint Vincent Hospital,Tenet Healthcare,Teaching Hospital,01507,127,"Charlton, MA",Charlton,MA,Worcester County,334,19225,1226,0.017373212,0.272430669,"10,000-19,999",Teaching Hospital,$250M-$500M
